# Bun functions whose exception behavior differs from what their signature implies:
# a function that takes a JSGlobalObject* or ThrowScope& but cannot throw, one with no scope
# of its own that passes the caller's state through, or the reverse. Calls across translation
# units are classified from these rows; the README explains the convention and the columns.
# Generated by scripts/jsc-exception-lint/run.ts --update-summaries. Do not edit.
# mangled name, qualified name/arity, kind, exit states, verifies at entry
BunString__toJSDOMURL	BunString__toJSDOMURL/2	maythrow	1	1
BunString__toJSON	BunString__toJSON/2	maythrow	1	1
BunString__transferToJS	BunString__transferToJS/2	transparent	2	1
BunString__tryCreateAtom	BunString__tryCreateAtom/2	nothrow	1	0
Bun__ANSI__next	Bun::Bun__ANSI__next/1	nothrow	1	0
Bun__CallFrame__describeFrame	Bun__CallFrame__describeFrame/1	nothrow	1	0
Bun__CallFrame__getCallerSrcLoc	Bun__CallFrame__getCallerSrcLoc/5	nothrow	1	0
Bun__CallFrame__getLineNumber	Bun__CallFrame__getLineNumber/2	nothrow	1	0
Bun__CallFrame__isFromBunMain	Bun__CallFrame__isFromBunMain/2	nothrow	1	0
Bun__CheckPrimeJobCtx__deinit	Bun::Bun__CheckPrimeJobCtx__deinit/1	nothrow	1	0
Bun__CheckPrimeJobCtx__runFromJS	Bun::Bun__CheckPrimeJobCtx__runFromJS/3	transparent	1	0
Bun__CheckPrimeJobCtx__runTask	Bun::Bun__CheckPrimeJobCtx__runTask/2	nothrow	1	0
Bun__Chrome__died	Bun::Bun__Chrome__died/1	nothrow	1	0
Bun__CommonStringsForRust__toJS	Bun::Bun__CommonStringsForRust__toJS/2	nothrow	1	0
Bun__CompressionStream__deliverAsync	Bun::WebStreams::Bun__CompressionStream__deliverAsync/6	transparent	1	0
Bun__CreateFFIFunctionValue	Bun__CreateFFIFunctionValue/6	nothrow	1	0
Bun__CreateFFIFunctionWithData	Bun__CreateFFIFunctionWithData/5	nothrow	1	0
Bun__CreateFFIFunctionWithDataValue	Bun__CreateFFIFunctionWithDataValue/5	nothrow	1	0
Bun__CreateJSCFFICallback	Bun__CreateJSCFFICallback/6	maythrow	1	1
Bun__CreateJSCFFIFunction	Bun__CreateJSCFFIFunction/7	maythrow	1	1
Bun__DecoderStringTable__install	Zig::Bun__DecoderStringTable__install/3	nothrow	1	0
Bun__DhJobCtx__deinit	Bun::Bun__DhJobCtx__deinit/1	nothrow	1	0
Bun__DhJobCtx__runFromJS	Bun::Bun__DhJobCtx__runFromJS/3	transparent	2	1
Bun__DhJobCtx__runTask	Bun::Bun__DhJobCtx__runTask/2	nothrow	1	0
Bun__DhKeyPairJobCtx__deinit	Bun__DhKeyPairJobCtx__deinit/1	nothrow	1	0
Bun__DhKeyPairJobCtx__runFromJS	Bun__DhKeyPairJobCtx__runFromJS/3	transparent	2	1
Bun__DhKeyPairJobCtx__runTask	Bun__DhKeyPairJobCtx__runTask/2	nothrow	1	0
Bun__Dirent__toJS	Bun::Bun__Dirent__toJS/5	nothrow	1	0
Bun__DsaKeyPairJobCtx__deinit	Bun__DsaKeyPairJobCtx__deinit/1	nothrow	1	0
Bun__DsaKeyPairJobCtx__runFromJS	Bun__DsaKeyPairJobCtx__runFromJS/3	transparent	2	1
Bun__DsaKeyPairJobCtx__runTask	Bun__DsaKeyPairJobCtx__runTask/2	nothrow	1	0
Bun__EcKeyPairJobCtx__deinit	Bun__EcKeyPairJobCtx__deinit/1	nothrow	1	0
Bun__EcKeyPairJobCtx__runFromJS	Bun__EcKeyPairJobCtx__runFromJS/3	transparent	2	1
Bun__EcKeyPairJobCtx__runTask	Bun__EcKeyPairJobCtx__runTask/2	nothrow	1	0
Bun__EncoderStringTable__create	Zig::Bun__EncoderStringTable__create/0	nothrow	1	0
Bun__EncoderStringTable__destroy	Zig::Bun__EncoderStringTable__destroy/1	nothrow	1	0
Bun__EncoderStringTable__serialize	Zig::Bun__EncoderStringTable__serialize/3	nothrow	1	0
Bun__EncoderStringTable__slotForLatin1	Zig::Bun__EncoderStringTable__slotForLatin1/3	nothrow	1	0
Bun__EncoderStringTable__slotForUTF16	Zig::Bun__EncoderStringTable__slotForUTF16/3	nothrow	1	0
Bun__ErrorCode__determineSpecificType	Bun::Bun__ErrorCode__determineSpecificType/2	transparent	257	1
Bun__ErrorCode__inspectForErrorMessage	Bun::Bun__ErrorCode__inspectForErrorMessage/2	maythrow	1	1
Bun__EventLoopTaskNoContext__performTask	Bun::Bun__EventLoopTaskNoContext__performTask/1	nothrow	1	0
Bun__ExposeNodeModuleGlobals	Bun__ExposeNodeModuleGlobals/1	nothrow	1	0
Bun__FFIFunction_getDataPtr	Bun__FFIFunction_getDataPtr/1	nothrow	1	0
Bun__FFIFunction_setDataPtr	Bun__FFIFunction_setDataPtr/2	nothrow	1	0
Bun__FFI__CStringConstructor	Bun__FFI__CStringConstructor/1	nothrow	1	0
Bun__FFI__ensureOffsetsAreLoaded	Bun__FFI__ensureOffsetsAreLoaded/0	nothrow	1	0
Bun__FetchCacheMode__toJS	Bun::Bun__FetchCacheMode__toJS/2	nothrow	1	0
Bun__FetchRedirect__toJS	Bun::Bun__FetchRedirect__toJS/2	nothrow	1	0
Bun__FetchRequestMode__toJS	Bun::Bun__FetchRequestMode__toJS/2	nothrow	1	0
Bun__GeneratePrimeJobCtx__deinit	Bun::Bun__GeneratePrimeJobCtx__deinit/1	nothrow	1	0
Bun__GeneratePrimeJobCtx__runFromJS	Bun::Bun__GeneratePrimeJobCtx__runFromJS/3	transparent	2	1
Bun__GeneratePrimeJobCtx__runTask	Bun::Bun__GeneratePrimeJobCtx__runTask/2	nothrow	1	0
Bun__GlobalObject__clearExceptionsForExit	Zig::Bun__GlobalObject__clearExceptionsForExit/1	transparent	1	0
Bun__HTTPMethod__toJS	Bun::Bun__HTTPMethod__toJS/2	nothrow	1	0
Bun__HTTPServerAgent__notifyServerRoutesUpdated	Bun__HTTPServerAgent__notifyServerRoutesUpdated/5	nothrow	1	0
