id,mode,native_ms,reference_ms,speedup
opportunities-review,html,1.4799291666666705,33.93787499999996,22.93209415991185
opportunities-review,render-only,0.11597758620689644,0.12199257391304345,1.0518633634555619
opportunities,html,1.2596015312499986,21.246937500000058,16.867983225548404
opportunities,render-only,0.1008085025252525,0.1052825889570553,1.0443820344487516
